createdAt,inputToken,inputStartAmount,inputEndAmount,outputToken,outputStartAmount,outputEndAmount,swapper
"1716651908","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","591690167400790244","591690167400790244","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2212877693","2195920121","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716691508","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2122678299","2122678299","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","566941298925171415","562943627003287269","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716623110","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2157856653","2157856653","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","574602784476858622","570537108026417063","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716655508","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2213869393","2213869393","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","588426769798471744","583732095653988706","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716645910","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","181431546365689092","181431546365689092","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","673737307","664523790","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716751508","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2187854237","2187854237","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","565187566124182102","559869214396683160","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716755108","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2277197798","2277197798","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","587113942584676594","581853965292818667","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716777908","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","563328698547071532","563328698547071532","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2202814484","2182544405","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716768308","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","173916046729226910","173916046729226910","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","661623735","652289936","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716723908","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","595504766117370713","595504766117370713","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2261739580","2243927947","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716695108","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","184086750117977467","184086750117977467","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","687881453","682072448","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716771908","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2187288876","2187288876","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","568364973547713982","563792946518336076","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716818708","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","571656528","571656528","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","141408955713652957","133930838935074283","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716888308","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","670893339","670893339","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","169854820428348597","163224982678756751","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716809108","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","656501368","656501368","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","165984908644755909","161627220260363493","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716783908","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2221526056","2221526056","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","563503117728241149","558404670582273791","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716835508","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","659488028","659488028","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","163697425806219457","155839652146903577","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716840309","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","509888530","509888530","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","126903228755222912","119283228143844034","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716906308","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2241757267","2241757267","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","573297923444259800","561579596935660787","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716974708","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","665012101","665012101","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","173238982255265065","169191337388361139","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716885908","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","179100804444369402","179100804444369402","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","681168173","658100291","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717014308","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","582077268","582077268","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","153395450895568865","149516065908695269","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716902708","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","583650771588288470","583650771588288470","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2263566588","2233746769","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717018270","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","99999999999999999","99999999999999999","0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984","34758308532862225934","33083869411495391777","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1716968709","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","551817433361204379","551817433361204379","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2107826063","2088932080","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717018274","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","99999999999999999","99999999999999999","0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984","34758308532862225934","33083869411495391777","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717004708","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","607941975424140376","607941975424140376","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2277531496","2252643349","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717167908","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","173403188684569218","173403188684569218","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","629217234","590852311","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1716984309","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","685805217","685805217","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","175604868296963490","167506464135677146","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717177521","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","608427773","608427773","0x6982508145454Ce325dDbE47a25d4ec3d2311933","39525979381632310880250000","37826482614995415497756887","0x16a98a586a7fce106a849c0ae7542330e2becede"
"1717018277","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","99999999999999999","99999999999999999","0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984","34791345809111843938","33175389131316851852","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717177380","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","1000000000","1000000000","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","262383762399723539","255850108285120797","0x16a98a586a7fce106a849c0ae7542330e2becede"
"1717085052","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","100000000000000000","100000000000000000","0x6B175474E89094C44Da98b954EedeAC495271d0F","359620782171826939899","325488362611214645837","0x67d615d6bccaa1562b1cca9786384b4840597ecd"
"1717085315","0x6B175474E89094C44Da98b954EedeAC495271d0F","353363171919048019321","353363171919048019321","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","88430468950315409","80883391455675796","0x67d615d6bccaa1562b1cca9786384b4840597ecd"
"1717313108","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","670102324","670102324","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","174393956057492325","170905010018044914","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717263908","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2253482034","2253482034","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","590456614285397155","582759897153963362","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717177721","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","414873043442905933","414873043442905933","0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","2296326","2257951","0x16a98a586a7fce106a849c0ae7542330e2becede"
"1717177619","0x6982508145454Ce325dDbE47a25d4ec3d2311933","39159592438659241567668274","39159592438659241567668274","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","153687117630859563","148608727643002585","0x16a98a586a7fce106a849c0ae7542330e2becede"
"1717178178","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","406277178448568657","406277178448568657","0x6B175474E89094C44Da98b954EedeAC495271d0F","1515052414075873109709","1491336398581477989894","0x16a98a586a7fce106a849c0ae7542330e2becede"
"1717278309","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","173364220919147019","173364220919147019","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","656592640","646254601","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717317908","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","514476811","514476811","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","134352647216790038","131639994065720914","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717178059","0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","2294613","2294613","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","406243358550485439","400376168334330822","0x16a98a586a7fce106a849c0ae7542330e2becede"
"1717343108","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","177422920144295143","177422920144295143","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","662797659","644521652","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717281908","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","148394069834431746","148394069834431746","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","562599824","553403755","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717401908","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","557100514144757844","557100514144757844","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2115929275","2094078751","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717398308","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","183035917337146798","183035917337146798","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","693465552","679192860","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717447508","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","696921771","696921771","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","182528461212353341","178541158804470525","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717290308","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","679243199","679243199","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","175943563105682758","171539253848305380","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717440308","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","2278433953","2278433953","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","599674380088755101","593294071707880224","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717347908","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","681410525","681410525","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","177054864811708962","171728251971983087","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717510391","0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984","103483107740560264103","103483107740560264103","0x6982508145454Ce325dDbE47a25d4ec3d2311933","67905348939980148194843767","66300889467885560181668375","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717511245","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","1682930549","1682930549","0x6982508145454Ce325dDbE47a25d4ec3d2311933","115276702320552641470495771","113567088692955686987927152","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717510639","0x6982508145454Ce325dDbE47a25d4ec3d2311933","67010014451022485177596159","67010014451022485177596159","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","955010947","925787014","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717511348","0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984","71759887624529221195","71759887624529221195","0x4d224452801ACEd8B2F0aebE155379bb5D594381","519951048065006232600","503667515153813909155","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717511047","0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9","6939559773192130342","6939559773192130342","0x4d224452801ACEd8B2F0aebE155379bb5D594381","521439398774923496325","506121741389430608975","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717510501","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","173693656401162275","173693656401162275","0xBB0E17EF65F82Ab018d8EDd776e8DD940327B28b","80201131337367467311","77057418770313698921","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717510254","0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","2000000","2000000","0x0000000000000000000000000000000000000000","364626907255989700","358374500904700284","0x24791cac57bf48328d9fe103ce402cfe4c0d8b07"
"1717512249","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","173442235831427662","173442235831427662","0x64Bc2cA1Be492bE7185FAA2c8835d9b824c8a194","2943585827189453708328","2801477415617515627219","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717511051","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","184566714214462806","184566714214462806","0xDe30da39c46104798bB5aA3fe8B9e0e1F348163F","388162171984632333926","376791131365557979780","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717511346","0x4d224452801ACEd8B2F0aebE155379bb5D594381","447323490817026958056","447323490817026958056","0xd1d2Eb1B1e90B638588728b4130137D262C87cae","1272251225996","1222644902979","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717511649","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","158485914692200765","158485914692200765","0x514910771AF9Ca656af840dff83E8264EcF986CA","33291360425694165030","32317605932187975698","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717511615","0x6982508145454Ce325dDbE47a25d4ec3d2311933","115004796408270004745837998","115004796408270004745837998","0xdAC17F958D2ee523a2206206994597C13D831ec7","1651700217","1612810839","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717511647","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","145898621813170463","145898621813170463","0x64Bc2cA1Be492bE7185FAA2c8835d9b824c8a194","2461818102764156509224","2337737628152075821182","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717512251","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","179729123906688860","179729123906688860","0x3845badAde8e6dFF049820680d1F14bD3903a5d0","1473073186507638167568","1435645908654668578008","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717511651","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","135187728612693573","135187728612693573","0x4a220E6096B25EADb88358cb44068A3248254675","5557288869139999555","5371659512435321232","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717512503","0xdAC17F958D2ee523a2206206994597C13D831ec7","1644150518","1644150518","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","1632570024","1610413838","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717512623","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","1629439225","1629439225","0x6982508145454Ce325dDbE47a25d4ec3d2311933","111871226039414800412077342","109250725049447624220382987","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717512853","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","184347385415275454","184347385415275454","0xB64ef51C888972c908CFacf59B47C1AfBC0Ab8aC","130873400919","126497805167","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717513148","0x514910771AF9Ca656af840dff83E8264EcF986CA","36846256978253632514","36846256978253632514","0x3845badAde8e6dFF049820680d1F14bD3903a5d0","1407574410265170445860","1374836368106188347889","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717512548","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","174965117781621683","174965117781621683","0x6De037ef9aD2725EB40118Bb1702EBb27e4Aeb24","63402871322818132844","61369855590430216431","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717513997","0xdAC17F958D2ee523a2206206994597C13D831ec7","1569450973","1569450973","0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","2229653","2199247","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717514330","0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","2214450","2214450","0x6982508145454Ce325dDbE47a25d4ec3d2311933","105577607476678854460854931","103778072272830889320079622","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717512964","0x6982508145454Ce325dDbE47a25d4ec3d2311933","111400250030613947018688975","111400250030613947018688975","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","1586506042","1554423288","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717513146","0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72","26738623817707271104","26738623817707271104","0x9E32b13ce7f2E80A01932B42553652E053D6ed8e","8924659771790872387","8644496218816131897","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717513410","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","1584313354","1584313354","0xdAC17F958D2ee523a2206206994597C13D831ec7","1573969947","1552880958","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717514649","0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","934447","934447","0xdAC17F958D2ee523a2206206994597C13D831ec7","642453089","623291988","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717515141","0x6982508145454Ce325dDbE47a25d4ec3d2311933","104602305222835470593811049","104602305222835470593811049","0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0","2098550204543046097655","2049996079607965065673","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717514044","0x64Bc2cA1Be492bE7185FAA2c8835d9b824c8a194","3070733184618003742828","3070733184618003742828","0xB50721BCf8d664c30412Cfbc6cf7a15145234ad1","606110520931612015067","588472927602267870435","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717514344","0x3845badAde8e6dFF049820680d1F14bD3903a5d0","1620175354649684081323","1620175354649684081323","0xd1d2Eb1B1e90B638588728b4130137D262C87cae","1616709554218","1571429883101","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717514350","0xB50721BCf8d664c30412Cfbc6cf7a15145234ad1","492144419395710830166","492144419395710830166","0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","755695","730109","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717514942","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","175992670916829017","175992670916829017","0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0","920673549175566713400","895520419155336406989","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717515246","0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0","929880602437978841999","929880602437978841999","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","171646700608363249","166452425801321113","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717515249","0xdAC17F958D2ee523a2206206994597C13D831ec7","598819527","598819527","0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","840995","813619","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717515241","0xd1d2Eb1B1e90B638588728b4130137D262C87cae","1554281564573","1554281564573","0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0","953388115000227875782","926392934405536906598","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717515252","0x6De037ef9aD2725EB40118Bb1702EBb27e4Aeb24","50082947994441887353","50082947994441887353","0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE","20841680464906978617194446","19930615294263764916553117","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717515846","0xB64ef51C888972c908CFacf59B47C1AfBC0Ab8aC","122671151968","122671151968","0xB50721BCf8d664c30412Cfbc6cf7a15145234ad1","571370316480131352625","542304484134698680990","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717515549","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","176605676120110147","176605676120110147","0x514910771AF9Ca656af840dff83E8264EcF986CA","37122398563061457360","35876280514248947980","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717515547","0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","958155","958155","0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0","912399071977062407208","878499658630709796705","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717515842","0xBB0E17EF65F82Ab018d8EDd776e8DD940327B28b","69989870102790359596","69989870102790359596","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","145325702495418848","134865204619492693","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717517640","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","1406973494","1406973494","0x6982508145454Ce325dDbE47a25d4ec3d2311933","94401840744520770327300000","91310294508851069962795400","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
"1717516747","0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","557743392605172670","557743392605172670","0x4a220E6096B25EADb88358cb44068A3248254675","23214089283413543792","22821168907542830800","0xa7152fad7467857dc2d4060fecaadf9f6b8227d3"
"1717516333","0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0","2068350922453246366106","2068350922453246366106","0x6982508145454Ce325dDbE47a25d4ec3d2311933","99289460960018607580579659","96297325534813555947448396","0x250a94c03b9b57c93cc5549760d59d6eacfb136d"
